,lv,mv,ward,county,area_type
1355,22.78352347,2.228979562,Kimumu,Uasingishu,Urban
1356,38.79231164,378.4256656,Fafi,Garissa,NR
1357,60.18101573,16.43907824,Anguraisouth,Busia,Non-NR
1358,40.61179384,103.2539257,Baraki,Garissa,SR
1359,42.90832799,13.91818865,Nyangati,Kirinyaga,Non-NR
1360,29.4817527,13.61750542,Kisima,Meru,Urban
1361,19.82561532,0.985152518,Tononoka,Mombasa,Urban
1362,49.79148101,11.8500854,Bunyalaeast,Kakamega,Non-NR
1363,20.38483195,2.921981383,Ndenderu,Kiambu,Urban
1364,44.65055247,10.05419368,Kagan,Homabay,Non-NR
1365,33.07284889,11.40770271,Theta,Kiambu,Urban
1366,75.48734902,55.03514381,Chasimba,Kilifi,SR
1367,47.28408742,13.58013869,Mbiuni,Machakos,Non-NR
1368,46.86546713,20.30006397,Mwakirunge,Mombasa,Non-NR
1369,32.90702352,9.031587926,Rugi,Nyeri,Urban
1370,47.45087538,8.945200827,Bokeira,Nyamira,Non-NR
1371,28.39620173,4.654802066,Musanda,Kakamega,Urban
1372,75.35476401,205.329906,Faza,Lamu,SR
1373,32.31447291,8.572719185,Kahumbu,Murang'A,Urban
1374,62.71726941,133.5785689,Kenyawapoka,Kajiado,SR
1375,19.91671773,1.294382613,Shella,Kilifi,Urban
1376,72.45630471,1671.467659,Kalapata,Turkana,SR
1377,44.6214156,11.94017476,Ithanga,Murang'A,Non-NR
1378,63.39784132,1445.799589,Arbajahan,Wajir,SR
1379,33.15508328,29.23589515,Morothile,Mandera,NR
1380,31.03708267,4.140012535,Westbunyore,Vihiga,Urban
1381,47.09246967,9.294464381,Masimba,Kisii,Non-NR
1382,42.88019058,41.31765567,Karare,Marsabit,SR
1383,53.45093766,15.80977163,Kapkateny,Bungoma,Non-NR
1384,41.65163439,9.236164474,Naitirikabuyefwe,Bungoma,Non-NR
1385,28.54782315,6.598018011,Mukurweinieast,Nyeri,Urban
1386,49.20439374,48.13998136,Garashi,Kilifi,SR
1387,47.92807621,14.45298853,Simatkapseret,Uasingishu,Non-NR
1388,53.76745001,25.65061629,Sacho,Baringo,Non-NR
1389,45.69166274,9.809959146,Masigewest,Kisii,Non-NR
1390,14.96331472,0,Mjambere,Mombasa,Urban
1391,44.67458616,124.9059735,Arabia,Mandera,SR
1392,40.87027588,53.76650426,Laisamis,Marsabit,SR
1393,43.28161493,271.3001898,Burder,Wajir,SR
1394,46.95197263,23.45192904,Kaloleni,Kilifi,Non-NR
1395,52.46866469,311.5879842,Kaeris,Turkana,SR
1396,26.80428465,5.04614418,Kiamaina,Nakuru,Urban
1397,45.02341108,12.57216122,Kamagut,Uasingishu,Non-NR
1398,13.8364825,0.393510234,Njiru,Nairobi,Urban
1399,15.98339885,0.610468781,Nyalendab,Kisumu,Urban
1400,34.07107575,9.375882829,Biashara,Nakuru,Urban
1401,27.40849158,6.684293655,Njoro,Nakuru,Urban
1402,42.51297053,10.73759009,Tulimani,Makueni,Non-NR
1403,41.88537724,8.717353774,Kabianga,Kericho,Non-NR
1404,57.03997858,18.77237255,Makutanomwala,Machakos,Non-NR
1405,28.4363106,0,Nanaam,Turkana,Urban
1406,36.10288181,6.889178211,Siayatownship,Siaya,Urban
1407,28.01419833,3.606838041,Karura,Nairobi,Urban
1408,14.60606253,0.271947412,Mowlem,Nairobi,Urban
1409,20.14746224,2.372987352,Raganaoruba,Migori,Urban
1410,43.53322741,12.81204202,Ganda,Kilifi,Non-NR
1411,38.51979128,625.7739413,Kalobeyei,Turkana,NR
1412,51.3805229,80.06342124,Majimotonaroosura,Narok,SR
1413,46.89429223,11.30498121,Westasembo,Siaya,Non-NR
1414,40.83787528,9.599316175,Baragwi,Kirinyaga,Non-NR
1415,79.87747222,63.63742567,Lomut,Westpokot,SR
1416,44.98722345,115.0979286,Gither,Mandera,SR
1417,65.00434542,34.66139745,Mkongani,Kwale,SR
1418,29.93934982,7.066705359,Kihumbuini,Murang'A,Urban
1419,30.56476992,4.440883967,Mungoma,Vihiga,Urban
1420,28.22139759,3.997376433,Centralkamagambo,Migori,Urban
1421,33.82195215,6.005746662,Bokimonge,Kisii,Urban
1422,61.30673116,39.62437544,Soysouth,Elgeyomarakwet,SR
1423,51.5443306,20.62608927,Gwassisouth,Homabay,Non-NR
1424,53.64725416,12.40799419,Mautuma,Kakamega,Non-NR
1425,58.95123422,21.52150901,Gotkachola,Migori,Non-NR
1426,35.81718637,17.61424661,Junju,Kilifi,NR
1427,29.17784625,6.697425747,Karima,Nyeri,Urban
1428,32.49407618,5.651968937,Southkasipul,Homabay,Urban
